entry_id,headword_kin,pronunciation_kin,synonym_kin,english_terms,french_terms,domain,definition_kin,source_title,source_page,source_year,review_status,notes
rcha-it-001188,Umutekano w’amakuru,umutêekaano w’âmakurû,,Data Security,Sécurité des données,Ikoranabuhanga rya mudasobwa.,"Uburyo bwo kurinda amakuru koranabuhanga mu gihe cyose azamara kugira ngo arindwe kwangirika, kwibwa cyangwa ikindi gikorwa kidafitiwe uburenganzira.",Inkoranyamuga y'ikoranabuhanga,240,2026,auto_parsed,
rcha-it-001189,Umutekano w’ibikoresho mperahuzanzira,umutêekaano w’îbikôreesho mpêrahuuzanzira,,Endpoint security,Sécurité des points de terminaison,Ikoranabuhanga rya mudasobwa.,"Kurinda ibikoresho biri ku mpera y’ihuzanzira cyangwa urwinjiro rw’ibikoresho by’abakoresha ihuzanzira ba nyuma twavuga nka za mudasobwa zo mu biro, mudasobwa ngendanwa, hahashywa abiba ihuzanzira cyangwa inyigisho zigamije ikibi, ibikoresho bishobora kurindwa biri ku ihuzanzira cyangwa mu gicu huzanzira, babirinda ibitero bivuye kuri murandasi havumburwa inkoranabuhanga iyo ari yo yose yaba igamije kwangiza ibikoresho.",Inkoranyamuga y'ikoranabuhanga,240,2026,auto_parsed,
rcha-it-001190,Umutekano w’ihuzanzira,umutêekaano w’îhuuzanzira,,Network security,Sécurité du réseau,Ikoranabuhanga rya murandasi.,"Politiki zashyizwe mu bikorwa mu kurinda no gukurikirana abinjirira ihuzanzira batabyemerewe, abarikoresha nabi, abarihindura cyangwa abazibira mudasobwa gufata ihuzanzira, akaba rero ari ugukumira abavogera ihuzanzira bakarinda ibikoresho bigize umuyoboro w’ihuzanzira hagenzurwa uburyo bwo kwinjira, bagakumira amavirusi bakoresha inkoranabuhanga nkumiramavirusi, inkoranabuhanga zicunga umutekano n’ubundi bwoko bw’ihuzanzira rifite isano no kurinda umutekano, twavuga nk’ibikoresho byo ku mpera y’ihuzanzira, urubuga, inziramugozi, indindamudasobwa, ihuzanzira si shusho ryigenga, n’ibindi.",Inkoranyamuga y'ikoranabuhanga,241,2026,auto_parsed,
rcha-it-001191,Umutekano w’ijambo banga,umutêekaano w’îjaambo baanga,,Password protection | password security,Protection par mot de passe | sécurité du mot de passe,Ikoranabuhanga rya mudasobwa.,Sisitemu runaka yagenewe gusaba ugiye gukoresha mudasobwa kubanza gushyiramo ijambo banga mbere yo kuyikoresha.,Inkoranyamuga y'ikoranabuhanga,241,2026,auto_parsed,
rcha-it-001192,Umutekano w’ikoranabuhanga ngendanwa,umutêekaano w’îikôranabûhaânga ngeendânwa,,Mobile security,Sécurité mobile,Ikoranabuhanga rya mudasobwa.,"Uburyo bwo kurinda amakuru abitse mu gikoresho ngendanwa yaba ari amakuru bwite, nk’amafoto, ubutumwa, n’amakuru agomba kwitonderwa nk’ibiranga amabanki cyangwa amagambo banga, ibirindwa rero ibitero bivuye kuri murandasi (gusiba amakuru, kwiba amagambo banga, kwangiza amakonti), ni telefoni zigezweho, irebero mudasobwa, na mudasobwa ngendanwa.",Inkoranyamuga y'ikoranabuhanga,241,2026,auto_parsed,
rcha-it-001193,Umutekano w’inkoranabuhanga,umutêekaano w’îinkôranabûhaânga,,Application Security,Sécurité des applications,Ikoranabuhanga rya mudasobwa.,"Igikorwa cyo mu iyubakwa ry’inkoranabuhanga cyangwa kuzongera mu ihuzanzira ndetse no kuzigenzura imikorere hagamijwe kwirinda ko zagira imibare yuzuye (idafite ibice) mike mu byerekeye umutekano zirwanya ibitero, twavuga nko kwinjira no guhindura amagambo banga nta ruhushya.",Inkoranyamuga y'ikoranabuhanga,241,2026,auto_parsed,
rcha-it-001194,Umutekano w’ububiko bw’iyakure,umutêekaano w’ûbubîiko bw’îyakure,,Cloud Security | cloud computing security,Sécurité du cloud,Ikoranabuhanga rya mudasobwa.,Urwunge rw’amategeko y’imikorere n’ikoranabuhanga byakorewe gutanga igisubizo ku byahungabanya umutekano byo hanze cyangwa imbere bishobora kuboneka ku mutekano w’ikigo.,Inkoranyamuga y'ikoranabuhanga,242,2026,auto_parsed,
rcha-it-001195,Umutekano w’Umugenerwabikorwa w’ikoranabuhanga,umutêekaano w’ûmugênerwabîkorwâ w’îikôranabuhaânga,,End- user Security,Sécurité de l'utilisateur,Ikoranabuhanga rya mudasobwa.,"Ingamba z’ubwirizi za nyuma zibanda ku kurinda no guha ibikoresho abakoresha ibikoresho by’umuryango, inkoranabuhanga hamwe n’amakuru.",Inkoranyamuga y'ikoranabuhanga,242,2026,auto_parsed,
rcha-it-001196,Umutekano wa mudasobwa,umutêekaano wa mûdasobwâ,,Computer security | Computational Security | cyber security | digital security | information technology security,Sécurité informatique,Ikoranabuhanga rya mudasobwa.,"Ingamba n'ubugenzuzi byemeza ibanga, ubunyangamugayo no kuboneka kw’amakuru yatunganijwe kandi abikwa na mudasobwa.",Inkoranyamuga y'ikoranabuhanga,242,2026,auto_parsed,
rcha-it-001197,Umutekano wa murandasi mpuzabikoresho,umutêekaano wa mûraandasî mpûuzabîkoreesho,,IoT Security,Sécurité de l'Internet des objets,Ikoranabuhanga rya mudasobwa.,Ijambo ry’ingenzi risobanura ibikoresho n’ingamba birinda ibikoresho bihujwe n’ibicu n’imiyoboro bikoresha kugira ngo bihuzwe.,Inkoranyamuga y'ikoranabuhanga,242,2026,auto_parsed,
rcha-it-001198,Umutekano w'amakuru,umutêekaano w'âmakurû,,Information security | InfoSec,Sécurité des informations,Ikorananabuhanga rya mudasobwa.,"Igikorwa cyo kurinda cyangwa gukumira ikoreshwa ry'amakuru ritemewe, cyane cyane amakuru y'ikoranabuhanga cyangwa ingamba zifatwa kugira ngo ibyo bigerweho.",Inkoranyamuga y'ikoranabuhanga,242,2026,auto_parsed,
rcha-it-001199,Umutekinisiye w’itumanaho koranabuhanga,umutekinisiye w’îitûmanahô kôranabûhaânga,,Electronic communication technician,Technicien en communication électronique,Ikoranabuhanga rya mudasobwa.,"Uburyo bwo gukora cyangwa guhuza ibikorwa by’ingenzi by’akazi nko kubungabunga, kugena n’ibindi.",Inkoranyamuga y'ikoranabuhanga,242,2026,auto_parsed,
rcha-it-001200,Umutwe,umutwê,,Header,En-tête,Ikoranabuhanga rya mudasobwa.,"Inyandiko ishyirwa hejuru y'urupapuro, mu gihe agace k'inyuma gashyirwa hasi.",Inkoranyamuga y'ikoranabuhanga,243,2026,auto_parsed,
rcha-it-001201,Umutwe w’ihuzanzira,umutwê w’îhuuzanzira,,Network head device | head end device | output layer | head node,Périphérique de tête de réseau,Ikoranabuhanga rya murandasi.,"Igikoresho gihuza imiyoboro, gituma haba ihererekanya rinoze ry’amakuru hagati yayo.",Inkoranyamuga y'ikoranabuhanga,243,2026,auto_parsed,
rcha-it-001202,Umuvuduko w’amakuru,umuvûduko w’âmakurû,,Bit rate | Bitrate,Débit binaire,Ikoranabuhanga rya mudasobwa.,"Igipimo cy’amakuru ku rugero ruto rushoboka atambuka mu gihe cy’isogonda, akaba ari umuvuduko amakuru asesengurirwaho, akoherezwa cyangwa agahindurwa mu rurimi rwa mudasobwa ku gihe runaka gipimwa mu mabayiti ku isogonda, yaba ari amakuru y’amajwi, ay’amashusho, ay’imibare cyangwa ay’inyandiko, uko umuvuduko ari mwinshi ni ko n’amakuru aba ku gipimo kiza.",Inkoranyamuga y'ikoranabuhanga,243,2026,auto_parsed,
rcha-it-001203,Umuvuduko w’imbeba ya mudasobwa,umuvûduko w’îmbeba ya mûdasobwâ,,Mouse acceleration | mouse accel,Accélération de la souris,Ikoranabuhanga rya mudasobwa.,"Imiterere y’imbeba zimwe na zimwe za mudasobwa usanga umuvuduko wazo uhinduka bitewe n’uri kuyikoresha, uburyo ari kwihutamo bitandukanye n’aho yaba iherereye.",Inkoranyamuga y'ikoranabuhanga,243,2026,auto_parsed,
rcha-it-001204,Umuvuduko w’isaha,umuvûduko w’iisâahâ,,Clock Speed,Vitesse d'horloge,Ikoranabuhanga rya mudasobwa.,Umuvuduko isaha ishobora gukoresha mu kubara.,Inkoranyamuga y'ikoranabuhanga,243,2026,auto_parsed,
rcha-it-001205,Umuyoboro,umuyoboro,,Channel,Canal,Ikoranabuhanga rya mudasobwa.,Inzira ya za sinyare ikoreshwa mu gutwara amakuru ava hamwe ajya ahandi.,Inkoranyamuga y'ikoranabuhanga,243,2026,auto_parsed,
rcha-it-001206,Umuyoboro mpishamakuru,umuyoboro mpîshamâkurû,,Tunneling,Tunneling,Itumanaho koranabuhanga.,Uburyo bwo kohereza amakuru anyuze mu yandi masano y'itumanaho bigafasha gukoresha inzira zizewe cyangwa kurinda amakuru anyura mu muyoboro.,Inkoranyamuga y'ikoranabuhanga,243,2026,auto_parsed,
rcha-it-001207,Ihuzanzira ngerakure,ihuuzanzira ngerakure,,Long-haul network,Réseau longue distance,Ikoranabuhanga rya murandasi.,"Ihuzanzira ry’itumanaho hagati ya mudasobwa ziri kure ahanini zikoresha telefoni isanzwe, usanga ari ihuzanzira rigamije kohereza amakuru ahantu harehare akenshi harenze km 1000, akaba ari uruti rw’umugongo rw’itumanaho ruhuza imigi minini, ibihugu cyangwa imigabane, rikaba ritwara amakuru menshi harimo amajwi, amashusho n’amakuru asanzwe.",Inkoranyamuga y'ikoranabuhanga,244,2026,auto_parsed,
rcha-it-001208,Ihuzanzira rya hafi,ihuuzanzira ryaa hâafi,,Local area network (LAN) | Ethernet local area network,Réseau local d’internet | adaptateur de réseau local,Ikoranabuhanga rya murandasi.,"Murandasi usanga ihuza za mudasobwa ziri aho hafi kandi hamwe nko mu nzu imwe, inyubako imwe, ibiro, ishuri, raboratwari, ikigo cya kaminuza cyangwa inzu ikoraniyemo ibiro.",Inkoranyamuga y'ikoranabuhanga,244,2026,auto_parsed,
rcha-it-001209,Ihuzanzira shusho rya hafi,ihuuzanzira shusho ryaa hâafi,,Virtual LAN,Réseau local virtuel,Ikoranabuhanga rya murandasi.,Urusobe rwuzuye rw’itumanaho rushyira hamwe ibikoresho bisangiye umuyoboro.,Inkoranyamuga y'ikoranabuhanga,244,2026,auto_parsed,
rcha-it-001210,Ihuzanzira ryihariye,ihuuzanzira ryiihâriye,,Ad Hoc Network,Réseau ad hoc,Ikoranabuhanga rya murandasi.,Umuyoboro washyizweho igihe kimwe kandi ntusaba rawuta cyangwa sitasiyo y’ibanze idakoresha insinga.,Inkoranyamuga y'ikoranabuhanga,245,2026,auto_parsed,
rcha-it-001211,Umuyoboro nsangiramakuru w’inzego za Leta,umuyoboro nsâangiramâkurû,,Public authority network,Réseau de l’office public,Itumanaho koranabuhanga.,"Umuyoboro w’itumanaho wubatswe ku mpamvu z’umutekano rusange, ukoreshwa mu rwego rw’ubutabazi cyangwa mu kurwana ku baturage.",Inkoranyamuga y'ikoranabuhanga,245,2026,auto_parsed,
rcha-it-001212,Ihuzanzira ry’insinga,ihuuzanzira ry’însiînga,Ingiramugozi (ingîramûgozî); ihuzanzira ngiramugozi (ihuuzanzira nyamûgozî); umuyoboro ntayega (umuyoboro ntayegâ); ihuzanzira ryo mu butaka (ihuuzanzira ryô mu butaka); umuyoboro wo mu butaka (umuyoboro wô mu butaka); urusinga rwo mu butaka (urusiînga rwô mu butaka).,Wired network | Fixed network | Landline Network | Landline,Réseau filaire | réseau fixe,Ikoranabuhanga rya murandasi.,"Umuyoboro uhuza ibikoresho nka mudasobwa ngendanwa cyangwa zo mu biro, murandasi cyangwa irindi huzanzira hakoreshejwe insinga, haba ari uguhamagara cyangwa se kohererezanya amakuru igihe bakoresha ikoranabuhanga rya mudasobwa ryabugenewe.",Inkoranyamuga y'ikoranabuhanga,245,2026,auto_parsed,
rcha-it-001213,Umuyoboro nyarutsamakuru,umuyoboro nyârutsamâkurû,Impuzanzira ya munyaruko (impuuzanzira ya mûnyaruko); umuyoboro munyaruko (umuyoboro munyâruko).,Fiber Channel,Canal à fibre | Fibre Channel,Ikoranabuhanga rya murandasi.,Imbonezanzira yohereza amakuru inyaruka kuri murandasi ku buryo bw’insakazamakuru nyuramugozi yakorewe ihuzanzira ribika amakuru ryakorewe guhuza amatsinda y’amakuru hagati y’ibikoresho nkoranabuhanga mbikamakuru na mugabuzi ku buryo buboneye kandi haciyemo igihe gito.,Inkoranyamuga y'ikoranabuhanga,245,2026,auto_parsed,
rcha-it-001214,Ihuzanzira rito,ihuuzanzira ritô,,Subnetwork | Subnet,Sous réseau,Ikoranabuhanga rya murandasi.,"Igice cy’ihuzanzira ryagutse,",Inkoranyamuga y'ikoranabuhanga,245,2026,auto_parsed,
rcha-it-001215,Ihuzanzira rusange,ihuuzanzira rûsaânge,,Public network,Réseau public,Ikoranabuhanga rya murandasi.,Imiyoboro igenewe kugeza ku baturage itumanaho rigendanwa n’iritagendanwa.,Inkoranyamuga y'ikoranabuhanga,246,2026,auto_parsed,
rcha-it-001216,Umuyoboro rusange w’itumanaho koranabuhanga,umuyoboro rûsaânge w’îitûmanahô kôranabûhaânga,,Public electronic communications network,Réseau public de communications électroniques,Ikoranabuhanga rya mudasobwa.,"Uburyo bukoresha insinga z’amashanyarazi mu gutanga ibimenyetso, imiyoboro ya radiyo na televiziyo, hatitawe ku bwoko bw’amakuru bitwaye.",Inkoranyamuga y'ikoranabuhanga,246,2026,auto_parsed,
rcha-it-001217,Ihuzanzira rinyaruka,ihuuzanzira rinyarûka,,Broadband | High speed network | Broadband communication device,Internet à haut debit | Appareil de communication à large bande,Ikoranabuhanga rya mudasobwa.,"Sisitemu yemerera igikoresho cy’ikoranabuhanga kuba cyakohereza ubutumwa bwinshi kandi icyarimwe mu gihe gikoresha murandasi, iri itumanaho rigira umuvuduko w’ihuzanzira urengeje megabayiti 25 ku isogonda.",Inkoranyamuga y'ikoranabuhanga,246,2026,auto_parsed,
rcha-it-001218,Umuyoboro w’inkorerakirere,umuyoboro w’îinkôrerakîreêre,,Cloud network | cloud networking,Mise en réseau cloud,Ikoranabuhanga rya murandasi.,"Umuyoboro wagutse wa WAN wakira abakoresha mudasobwa ndetse n’ibyifashishwa ugatuma bashobora guhana amakuru biciye mu ikoranabuhanga ry’igicu mpuzanzira, ukabarirwamo intanganzira shusho, indindamudasobwa n’inkoranabuhanga ncungahuzanzira.",Inkoranyamuga y'ikoranabuhanga,246,2026,auto_parsed,
rcha-it-001219,Umuyoboro w’itumanaho,umuyoboro w’îitûmanahô,ihuzanzira ry’itumanaho (ihuuzanzira ry’îitûmanahô) ; ihuzanzira ry’itumanaho (ihuuzanzira ry’îitûmanahô).,Telecommunication network | Electronic communications network,Réseau de télécommunicatio | réseau de communication électronique,Itumanaho koranabuhanga.,Uburyo nyoherezabutumwa butuma haba ihererekanya ry’amakuru ku buryo bw’analoge cyangwa nyamibare ahantu hatandukanye hakoreshejwe ibimenyetso cyangwa urumuri hakoherezwa amakuru y’amajwi cyangwa amashusho.,Inkoranyamuga y'ikoranabuhanga,247,2026,auto_parsed,
rcha-it-001220,Umuyoboro w’itumanaho rusange,umuyoboro w’îitûmanahô rûsaânge,,Mass communications network,Réseau de communications de masse,Isakazamakuru.,Umuyoboro rusange w’itumanaho ukoreshwa mbere na mbere mu guhitisha cyangwa mu gutanga porogaramu za radiyo na televiziyo.,Inkoranyamuga y'ikoranabuhanga,247,2026,auto_parsed,
rcha-it-001221,Umuyoboro w’itumanaho ukodeshwa,umuyoboro w’îitûmanahô ukôodeeshwa,,Leased line,Ligne louée,Itumanaho koranabuhanga.,Umuyoboro w'itumanaho ufite ubushobozi bwo kohereza ubutumwa mu buryo butaziguye hagati y'ibikoresho by’itumanaho.,Inkoranyamuga y'ikoranabuhanga,247,2026,auto_parsed,
rcha-it-001222,Umuyoboro wihuta ncabutaka,ihuuzanzira munyâruko ncaabutaka,,Terrestrial optic fiber network,Réseau terrestre à fibre optique,Ikoranabuhanga rya murandasi.,"Insinga zifashishwa mu gukwirakwiza itumanaho rya murandasi zinyujijwe mu butaka akaba ari urwungano rw’itumanaho runyaruka rukoresha umugozi munyaruko mu kohereza amakuru mu ihuzanzira ritandukanye ryo ku isi, hifashishijwe guhindura imiraba y’amashanyarazi igenda mu makamba y’imiyoboro minyaruko hatakajwe utuntu duke kandi ku musaruro wo mu rwego rwo hejuru.",Inkoranyamuga y'ikoranabuhanga,247,2026,auto_parsed,
rcha-it-001223,Umuziki koranabuhanga,umuzikî kôranabûhaânga,,IT Music,Musique informatique,Ikoranabuhanga rya mudasobwa.,"Ikoreshwa ry’ikoranabuhanga mu ikoranabuhanga ry’amakuru mu guhanga, gufata amajwi, gutunganya, kubika, gusakaza no kumva umuziki hifashishijwe mudasobwa, porogaramu n’ibikoresho koranabuhanga. Umuzindaro (umuziindaaro) Loud speaker; multimedia speaker.",Inkoranyamuga y'ikoranabuhanga,248,2026,auto_parsed,
rcha-it-001224,Umuzindaro wa mudasobwa,umuziindaaro wa mûdasobwâ,,Computer speaker | multimedia speaker,Haut-parleur d'ordinateur,Ikoranabuhanga rya mudasobwa.,Igikoresho gifatira ihuzanzira kuri sisitemu y’ikoranabuhanga ikoreshwa mu gutanga amajwi.,Inkoranyamuga y'ikoranabuhanga,248,2026,auto_parsed,
rcha-it-001225,Umwanditsi,umwaanditsi,,Registrar,Registraire,Ikoranabuhanga ndangamuntu.,Utanga serivisi zo kwandika amazina ndangarubuga mu cyiciro yaherewe uburenganzira bwo gucunga n’umwanditsi fatizo.,Inkoranyamuga y'ikoranabuhanga,248,2026,auto_parsed,
rcha-it-001226,Umwanya mbikamakuru,igikôreesho mbîikamâkurû,,Memory unit | memory,Unité de mémoire | mémoire,Ikoranabuhanga rya mudasobwa.,Igikoresho gito gikoresha ububiko burimo ububiko bwa mudasobwa kandi kiboneka hakoreshejwe porogaramu.,Inkoranyamuga y'ikoranabuhanga,248,2026,auto_parsed,
rcha-it-001227,Umwanya ndanga w’ahandikwa,umwaânya ndaanga w’âhaândikwa,,Insertion point,Point d’insertion,Ikoranabuhanga rya mudasobwa.,Aho uwandikisha mudasobwa ashyira amakuru iyo yandika muri mudasobwa.,Inkoranyamuga y'ikoranabuhanga,248,2026,auto_parsed,
rcha-it-001228,Umwanya ndangabikorwa,umwaânya ndâangabîkorwâ,,Ribbon,Ruban,Ikoranabuhanga rya mudasobwa.,Umurongo munini ugaragara hejuru ya porogaramu ugizwe n’utundi duce n’ibikoresho bifasha gukora imirimo itandukanye.,Inkoranyamuga y'ikoranabuhanga,248,2026,auto_parsed,
rcha-it-001229,Urubariro rw’ibikorwa,urubâriro rw’îbikorwâ,,Taskbar,Barre des tâches,Ikoranabuhanga rya mudasobwa.,"Umurongo muto ukozwe n’utumenyetso ndanga, akenshi uba hasi ku irebero rya mudasobwa, ukagaragaza amadirishya cyangwa gahunda zifunguye ushobora gukoresha.",Inkoranyamuga y'ikoranabuhanga,249,2026,auto_parsed,
rcha-it-001230,Umwanya w’ibitekerezo birambuye,umwaânya w’îbitêekerezo biraambûuye,,Memo field | data field | memo data type,Champ de données | champ de mémos,Ikoranabuhanga rya mudasobwa.,Agace mu mbikamakuru cyangwa mu idirishya rya mudasobwa kaba muri porogaramu iyo ari yo yose ifasha abari gukoresha mudasobwa gutanga ibitekerezo byabo ku byanditswe.,Inkoranyamuga y'ikoranabuhanga,249,2026,auto_parsed,
rcha-it-001231,Umwihariko ku makuru ndangamiterere y’umuntu,umwîihariko ku makurû ndâangamîteêrere y’ûmuuntu,,Biometric exception,Exception biométrique,Ikoranabuhanga ndangamuntu.,"Igihe umuntu adashobora gutanga amakuru y’ibipimo ndangamiterere y’umuntu yuzuye cyangwa iyo amakuru yuzuye ariko akaba atujuje ikigero shingiro ngenderwaho, ayo makuru akaba yandikwa muri sisitemu ya SDID.",Inkoranyamuga y'ikoranabuhanga,249,2026,auto_parsed,
rcha-it-001232,Umwirondoro koranabuhanga,umwîiroondooro kôranabûhaânga,,Digital Identity,Identité Numérique,Ikoranabuhanga ndangamuntu.,Umwirondoro ukoreshwa ku mbuga za murandasi mu kubona serivisi.,Inkoranyamuga y'ikoranabuhanga,249,2026,auto_parsed,
rcha-it-001233,Umwishingizi wo kuri murandasi,umwîishiingizi wô kurî murâandasî,,Online insurer,Assureur en ligne | e-assurance,Ikoranabuhanga ry’imari.,Uburyo umwishingizi yifashisha ikoranabuhanga agatanga ifatabuguzi kandi akagenzura amasezerano bitumye ajya ku cyicaro cy’ubwishingizi.,Inkoranyamuga y'ikoranabuhanga,250,2026,auto_parsed,
rcha-it-001234,Umwubatsi w’inkoranabuhanga,umwûubatsi w’îinkoranabuhâanga,,Coder,Codeur,Ikoranabuhanga rya mudasobwa.,Umuntu uzi kandi wandika indimi za porogaramu kugira ngo ategeke mudasobwa gukora imirimo yihariye.,Inkoranyamuga y'ikoranabuhanga,250,2026,auto_parsed,
rcha-it-001235,Urubariro ndangabikorwa,urubâriro ndâangabikorwâ,,Menu bar,Barre de menu,Ikoranabuhanga rya mudasobwa.,Urutonde rw’ibikorwa bitandukanye bigaragarira hejuru cyangwa hasi ku kirahure cya mudasobwa mu buryo butambitse.,Inkoranyamuga y'ikoranabuhanga,250,2026,auto_parsed,
rcha-it-001236,Urubariro ngaragazamakuru,urubâriro ngâragazamâkurû,,Scroll bar,Barre de défilement,Ikoranabuhanga rya mudasobwa.,"Ikintu gikoreshwa mu gukoresha amashusho, gikoreshwa muri porogaramu za mudasobwa n'imbuga za murandasi kugira ngo kibashe gusohorera ibikubiye mu nyandiko birenga igice kigaragara cy'idirishya cyangwa ikintu gikodeshwa.",Inkoranyamuga y'ikoranabuhanga,250,2026,auto_parsed,
rcha-it-001237,Urubariro ngaragazamigendekere,urubâriro ngâragazamîgeêndekere,,Progress bar,Barre de progression,Ikoranabuhanga rya mudasobwa.,"Igikoresho cy’igenzura ry’amashusho gikoreshwa hagamijwe kureba imigendekere y’igikorwa koranabuhanga kirambuye, twavuga nk’ikurura ry’ifishi, iyoherezwa ryaryo cyangwa ishyirwamo ryayo.",Inkoranyamuga y'ikoranabuhanga,250,2026,auto_parsed,
rcha-it-001238,Urubariro ngenzuzi,urubâriro ngeenzuuzi,,Control bar,Barre de contrôle,Ikoranabuhanga rya mudasobwa.,Idirishya rigaragaza umurongo w’amategeko abakoresha mudasobwa bifashisha batoranya amahitamo bashaka cyangwa batanga amategeko cyangwa babona amakuru bifuza bafunguye gahunda runaka.,Inkoranyamuga y'ikoranabuhanga,250,2026,auto_parsed,
rcha-it-001239,Urubariro nkoranabuhanga,urubâriro nkôranabûhaânga,,Application toolbar,Barre d'application | barre d'outils,Ikoranabuhanga rya mudasobwa.,Idirishya risa n’iry’urubariro rw’ibikorwa bya Windows.,Inkoranyamuga y'ikoranabuhanga,250,2026,auto_parsed,
rcha-it-001240,Urubariro,urubâriro,,Toolbar | standard toolbar | system toolbar | bar,Barre d 'outils | barre,Ikoranabuhanga rya mudasobwa.,"Igikoresho cy’igenzuramikorere hifashishijwe utumenyetso ndanga, gituma ukoresha mudasobwa ashobora kuvugana na yo, kikaba akenshi haruguru h’irebero.",Inkoranyamuga y'ikoranabuhanga,251,2026,auto_parsed,
rcha-it-001241,Urubariro rw’amahitamo,urubâriro rw’âmahîtamô,,Menu,Menu,Ikoranabuhanga rya mudasobwa.,Urwunge rw’amahitamo yerekwa ukoresha inkoranabuhanga kugira ngo afashwe kubona amakuru cyangwa gukora igikorwa runaka.,Inkoranyamuga y'ikoranabuhanga,251,2026,auto_parsed,
rcha-it-001242,Urubariro rw’umukino,urubîriro rw’ûmukino kôranabûhaânga,,Game bar,Barre de jeu,Imbonezanzira koranabuhanga.,"Umwihariko wa sisitemu y'imikorere ya Windows, yagenewe guha abakinnyi uburyo bworoshye bwo gucunga ubunararibonye bwabo mu mikino mu gihe ibafasha gukora ibikorwa bitandukanye.",Inkoranyamuga y'ikoranabuhanga,251,2026,auto_parsed,
rcha-it-001243,Urubibi rw’ihuzanzira,urubîbi rw’îhuuzanzira,,Network perimeter,Périmètre de réseau,Ikoranabuhanga rya murandasi.,"Urubibi rurinzwe ruba hagati y’ahihariye hatari rusange hagenzurwa n’ihuzanzira rya hafi, akenshi ni ihuzanzira ry’ikigo n’uruhande rugenewe abantu muri rusange akenshi aba ari murandasi, rukagirwa n’intanganzira ngenarubibi zikora nk’ibyapa ngaragazanzira mu ihuzanzira.",Inkoranyamuga y'ikoranabuhanga,251,2026,auto_parsed,
rcha-it-001244,Urubibi rw’ishusho,urubîbi rw’îshusho,,Image boundary,Limite de l’image,Ikoranabuhanga rya mudasobwa.,"Umuzenguruko uboneka ku buso bw’ishusho, ukagaragaza ihinduka ry’ingirangingo foto z’ikintu zikagitandukanya n’ikindi. Urubuga 2.0 (urubûga 2.0).",Inkoranyamuga y'ikoranabuhanga,251,2026,auto_parsed,
rcha-it-001245,Urubuga bwisanzuriro,urubûga bwîisaanzuuriro,,Blog,Blogue,Isakazamakuru.,"Ahantu kuri murandasi hahora havugururwa hashyirwaho inkuru nshya, akenshi mu buryo bw'inyandiko zisanzwe.",Inkoranyamuga y'ikoranabuhanga,251,2026,auto_parsed,
rcha-it-001246,Urubuga mugabuzi,urubûga mugabuzi,,Portal,Portail,Ikoranabuhanga rya murandasi.,Uburyo bwohereza umuyoboro w’ihuzanzira ku yandi mahuriro.,Inkoranyamuga y'ikoranabuhanga,252,2026,auto_parsed,
rcha-it-001247,Urubuga nkoranyambaga,urubûga nkôranyambâga,,Social media,Réseaux sociaux,Isakazamakuru.,"Ikoranabuhanga ryashyizweho ku buryo bw'ikoranabuhanga, abantu baganiriraho mu buryo bw'amajwi ndetse n'ubutumwa bugufi bwanditse, bityo bagashobora kohererezanyaho amashusho n'amafoto, bikaba uruhurirane rw’imbuga na porogaramu zigamije koroshya ubusabane n’ibiganiro hagati y’abantu, inshuti, imiryango.",Inkoranyamuga y'ikoranabuhanga,252,2026,auto_parsed,
rcha-it-001248,Urubuga rw’ikoranabuhanga,urubûga rw’îikôranabûhaânga,,Digital Platform,Plateforme Numérique,Itumanaho koranabuhanga.,Urubuga rwo kuri murandasi rufasha abantu guhanahana amakuru cyangwa serivisi.,Inkoranyamuga y'ikoranabuhanga,252,2026,auto_parsed,
rcha-it-001249,Urubuga rw’isoko koranabuhanga,urubûga rw’îsokô kôranabûhaânga,,E-marketplace,Site de marché,Ikoranabuhanga ry’imari.,Urubuga rwa mudasobwa rwo guhanahana amakuru ajyanye n’igice runaka cy’ibikorwa by’ubukungu.,Inkoranyamuga y'ikoranabuhanga,252,2026,auto_parsed,
rcha-it-001250,Urubuga rw’ukuri mberabyombi,urubûga rw’ûkurî mbêerabyôombi,,Mixed reality Portal,Portail de réalité mixte,Itumanaho koranabuhanga.,Porogaramu yakozwe na “Mikorosofuti” kuri “Windowuzi 10” yemerera abakoresha kubona ibikubiye mu kuri kuvanze hamwe n’udukandara dukwiriye.,Inkoranyamuga y'ikoranabuhanga,252,2026,auto_parsed,
rcha-it-001251,Urubuga rwa Egisi,(urubûga rwaa egisi,,X,X,Isakazamakuru.,"Urubuga nkoranyambaga mpererekanyamakuru rwifashisha murandasi mu gutanga ubutumwa (amakuru magufi) haba mu nyandiko, mu mafoto cyangwa mu tuvidewo, rugatangirwaho amakuru mu buryo umuntu ashobora kugira icyo ayavugaho.",Inkoranyamuga y'ikoranabuhanga,252,2026,auto_parsed,
rcha-it-001252,Urubuga rwa Fesibuku,urubûga rwaa feesîbuuku,,Facebook,Facebook,Isakazamakuru.,Urubuga nkoranyambaga,Inkoranyamuga y'ikoranabuhanga,252,2026,auto_parsed,
